database_name,query,difficulty,uuid,query_short,query_business,query_technical
sakila,"За июль 2005 года выявить клиентов, у которых было более 10 платежей, рассчитать общую сумму, средний платёж и долю операций на сумму до 1.00, присоединив данные клиента и сотрудника, проводившего платежи, и вывести только случаи, где доля мелких платежей превышает 50% или общая сумма платежей больше 100.00.",medium,7b67c1a7-0812-478e-8b34-e90e351da790,"Скрипт для отбора клиентов с более чем 10 платежами за июль 2005 года, расчёта общей суммы, среднего платежа и доли платежей до 1.00 с учётом данных клиента и сотрудника, с фильтром по доле свыше 50% или сумме больше 100.00","Скрипт для анализа платежей клиентов проката за июль 2005 года: отбор клиентов, у которых было более 10 операций оплаты, расчёт общей суммы и среднего размера платежа, а также доли мелких платежей на сумму до 1.00, с привязкой к данным клиента и сотрудника, принявшего платежи, и выделением случаев с долей таких операций выше 50% или с общей суммой платежей больше 100.00.","Скрипт для отбора клиентов из cus и pay за июль 2005 года по числу платежей: соединение cus.h01 = pay.p02 и stf.o01 = pay.p03, группировка по клиенту и сотруднику, подсчёт количества платежей, суммы pay.p05, среднего pay.p05 и доли операций с pay.p05 <= 1.00; далее фильтрация групп с количеством платежей больше 10 и условием по рассчитанным показателям — доля мелких платежей выше 50% или общая сумма платежей больше 100.00."
sakila,"За июнь–август 2005 года определить клиентов, у которых было не менее 10 платежных операций: вывести идентификатор и ФИО клиента, количество платежей, общую сумму, средний размер платежа и признак риска, если общая сумма платежей превышает 100 или средний платеж больше 7.00.",medium,4c7a5af3-637f-4716-81fc-a90c31cc38c6,"Скрипт для поиска клиентов с не менее чем 10 платежами за июнь–август 2005 года и расчёта их количества, общей суммы, среднего платежа и признака риска.","Скрипт для анализа платежной активности клиентов проката за июнь–август 2005 года: по клиентам, у которых за период было не менее 10 платежей, формируется сводка по идентификатору и имени с фамилией, количеству платежных операций, общей сумме и среднему размеру платежа, а также выделяется признак риска для случаев, когда совокупные платежи превышают 100 или средний платёж больше 7.00.","Скрипт для отбора клиентов из cus и pay за период с июня по август 2005 года, где по h01 определяется число платежных операций, сумма p05 и среднее значение p05; соединение cus с pay выполняется по h01 = p02, результат группируется по h01, h03, h04, отбираются группы с количеством платежей не менее 10, а также вычисляется признак риска по условию p05-сумма > 100 или средний p05 > 7.00."
sakila,"Найдите клиентов, у которых в июне 2005 года было не менее 5 платежей, посчитайте по каждому клиенту количество платежей, общую сумму, средний платеж и число операций на сумму выше 8.00, учитывая только активных клиентов и выводя только тех, у кого доля крупных операций превышает 30%.",medium,07412620-0707-4f40-b0ae-931aa2ab237e,"Скрипт для поиска активных клиентов с не менее чем 5 платежами в июне 2005 года, с подсчётом количества платежей, общей суммы, среднего платежа и числа операций свыше 8.00 при доле крупных операций более 30%.","Скрипт для анализа платежей клиентов проката за июнь 2005 года: по активным клиентам, связанным с магазинами и адресами в системе, формируется сводка по числу платежей, общей сумме, среднему чеку и количеству крупных операций свыше 8.00, после чего оставляются только клиенты с не менее чем пятью платежами и долей крупных операций выше 30%.","Скрипт для отбора клиентов из cus и pay по платежам в июне 2005 года: для каждого h01 из cus с признаком h07 = 'Y' через соединение cus.h01 = pay.p02 вычисляются количество операций, сумма p05, среднее значение p05 и число платежей с p05 > 8.00; далее сохраняются только клиенты с не менее чем 5 платежами и долей операций с p05 > 8.00 выше 30%, с группировкой по h01 и сортировкой по идентификатору клиента."
sakila,"Сформировать отчет по клиентам за июль 2005 года: для каждого активного клиента вывести ФИО, количество платежей, общую сумму, средний и максимальный размер платежа, а также признак повышенного риска, если общая сумма платежей превышает 100 или было более 10 транзакций за период, используя данные платежей, клиентов и сотрудников, принимавших платежи.",medium,a1bc79ce-940f-48fd-84e4-83218e6247e6,"Скрипт для отчёта по клиентам за июль 2005 года с числом и суммами платежей, средним и максимальным платежом и признаком повышенного риска по платежам, клиентам и сотрудникам.","Скрипт для аналитики платежей клиентов проката за июль 2005 года: по каждому активному клиенту формируется сводка по истории оплат с указанием имени и фамилии, количества платежей, общей суммы, среднего и максимального размера платежа. Отчёт опирается на данные о клиентах, платежах и сотрудниках, принимавших платёж, и выделяет клиентов повышенного риска по признаку значимой нагрузки — если сумма платежей за период превышает 100 или количество транзакций больше 10.","Скрипт для агрегирования платежей из pay по клиентам cus за июль 2005 года: отбор записей pay.p06 в пределах месяца, соединение pay.p02 с cus.h01 и pay.p03 с stf.o01, ограничение только активными клиентами cus.h07 = 'Y', формирование по каждому клиенту cus.h03, cus.h04 количества платежей, суммы pay.p05, среднего и максимального значения pay.p05, а также вычисление признака повышенного риска при pay.p05 суммарно более 100 или при числе транзакций свыше 10 за период."
sakila,"Сформировать отчёт для мониторинга подозрительной активности: по каждому клиенту и обслуживающему сотруднику за период с 1 июня по 31 августа 2005 года посчитать количество платежей, общую сумму, средний размер платежа и число платежей на сумму выше 8.00, оставив только пары клиент–сотрудник, где было не менее 10 платежей или общая сумма превысила 100.00.",medium,05016dbf-f992-45ed-93a4-c220e4bf00f6,"Скрипт для отчёта по платежам клиентов и сотрудников за период с 1 июня по 31 августа 2005 года с подсчётом количества, суммы, среднего платежа и числа платежей свыше 8.00, оставляя пары клиент–сотрудник с не менее чем 10 платежами или суммой выше 100.00.","Скрипт для мониторинга платежной активности клиентов проката и работы обслуживающих сотрудников за период с 1 июня по 31 августа 2005 года: по каждой паре клиент–сотрудник фиксируются количество платежей, общая и средняя сумма, а также число платежей с суммой выше 8.00; в итоговый отчёт включаются только те сочетания, где накопилось не менее 10 платежей либо общая сумма превысила 100.00.","Алгоритм формирования отчёта по платежам из pay с привязкой к cus и stf: по полям p02 и p03 выполняется соединение с cus.h01 и stf.o01, затем для интервала p06 с 2005-06-01 по 2005-08-31 включительно рассчитываются по каждой паре клиент–сотрудник количество записей, сумма p05, среднее значение p05 и число платежей, где p05 больше 8.00; в итог попадают только группы, для которых количество платежей не меньше 10 или сумма превышает 100.00, с упорядочением по клиенту и сотруднику."
sakila,"Найти клиентов, у которых за июль 2005 года было более 10 платежных транзакций или суммарная сумма платежей превысила 80, сгруппировать результаты по клиенту, вывести имя и фамилию клиента, количество транзакций, общую сумму, средний чек и признак риска «подозрительная активность» для таких клиентов.",medium,14ea802a-8694-4f9f-bc3b-e0de2ecb031e,"Скрипт для поиска клиентов с более чем 10 платежами или суммой платежей свыше 80 за июль 2005 года с выводом имени, фамилии, количества, общей суммы, среднего чека и признака подозрительной активности.","Скрипт для выявления клиентов проката с подозрительной платёжной активностью за июль 2005 года: по таблице платежей и связанной с ней таблице клиентов он формирует по каждому клиенту сводку по числу платёжных транзакций, общей сумме и среднему чеку, а также помечает тех, у кого количество операций превышает 10 или сумма платежей больше 80, чтобы поддержать контроль финансовых операций и анализ рисков по клиентской базе.","Скрипт для отбора клиентов по платежной активности в pay за июль 2005 года с соединением pay.p02 = cus.h01 и выборкой cus.h03, cus.h04; по каждой группе клиента выполняется подсчёт числа транзакций, суммы p05, среднего значения p05 и формируется признак «подозрительная активность» для записей, где количество платежей превышает 10 либо суммарная сумма платежей больше 80; результат агрегируется по клиенту и упорядочивается по клиентским полям и вычисленным метрикам."
sakila,"Выявить клиентов, у которых за июнь 2005 года общая сумма платежей превысила 50, посчитать количество платежей, средний и максимальный размер платежа, а также долю крупных операций свыше 8.00 в общей сумме, сгруппировав результаты по клиенту и магазину обслуживания.",medium,a47e29e3-2d22-49dd-b385-0dad86f4611b,"Скрипт для поиска клиентов по июньским платежам с суммой свыше 50 и расчёта числа, среднего, максимума и доли платежей больше 8.00 по клиенту и магазину.","Скрипт для отчёта по платежам клиентов за аренду в июне 2005 года, позволяющий выявить клиентов и обслуживающие их магазины, где совокупная сумма оплат превысила 50, а также оценить интенсивность и структуру расчётов по числу платежей, среднему и максимальному чеку и доле крупных операций свыше 8.00 в общей сумме.","Скрипт для отбора клиентов из cus и их платежей из pay за июнь 2005 года с агрегацией по h01 и h02: рассчитываются количество записей, среднее и максимальное значение p05, а также доля платежей с p05 > 8.00 в общей сумме; в результат включаются только группы, где сумма p05 превышает 50, с соединением pay.p02 = cus.h01 и группировкой по клиенту и магазину обслуживания."
sakila,"Для мониторинга подозрительной активности за июль 2005 года по каждому активному клиенту вывести идентификатор, ФИО, количество платежей, общую сумму платежей, средний размер платежа и количество крупных операций свыше 8.00, оставив только клиентов с суммой платежей более 50.00 или минимум тремя крупными операциями.",medium,4f51a323-4056-443f-9b13-19d98f1dfd7f,"Скрипт для июльских платежей по активным клиентам с подсчётом количества, суммы, среднего чека и крупных платежей свыше 8.00, с отбором по сумме более 50.00 или минимум трём крупным операциям.","Скрипт для анализа платёжной активности активных клиентов проката за июль 2005 года, чтобы выявить пользователей с заметной суммой операций или повторяющимися крупными платежами. В отчёте по каждому клиенту фиксируются идентификатор, имя и фамилия, число платежей, общая и средняя сумма оплат, а также количество платежей свыше 8.00; в выборку включаются только клиенты с общей суммой платежей более 50.00 либо минимум тремя крупными операциями.","Скрипт для отбора по данным cus и pay за июль 2005 года активных клиентов h07 = 'Y' с агрегацией по h01, h03 и h04: для каждого клиента вычисляются количество строк pay, сумма p05, среднее значение p05 и количество платежей с p05 > 8.00; соединение выполняется по pay.p02 = cus.h01, а в результат включаются только группы, где сумма p05 больше 50.00 либо число платежей с p05 > 8.00 не меньше 3."
sakila,"Показать по каждому активному клиенту за июль 2005 года количество платежей, общую сумму, средний размер платежа и максимальный платеж, соединив платежи с клиентами и сотрудниками, и оставить только клиентов, у которых было не менее 5 платежей или общая сумма платежей превысила 30, чтобы выявить клиентов с повышенной транзакционной активностью.",medium,3407c7ce-37f3-43fe-b816-a2b30961fea6,"Скрипт для сводки платежей по каждому активному клиенту за июль 2005 года с количеством, общей суммой, средним и максимальным платежом и отбором клиентов с не менее чем 5 платежами или суммой свыше 30.","Скрипт для анализа платежей клиентов проката за июль 2005 года с привязкой к карточкам клиентов и сотрудникам, принявшим оплату: формируется сводка по каждому активному клиенту с количеством платежей, общей суммой, средним размером и максимальным платежом, а также отбираются клиенты с повышенной транзакционной активностью — не менее 5 платежей или суммой свыше 30. Такой отчёт поддерживает контроль платёжной активности и помогает выделять наиболее заметных клиентов в истории аренды.","Скрипт для агрегации фактов платежей из pay по активным клиентам cus за июль 2005 года: соединение pay.p02 = cus.h01 и pay.p03 = stf.o01, фильтр по cus.h07 = 'Y' и по интервалу pay.p06 на июль 2005, расчёт по каждому клиенту количества платежей, суммы pay.p05, среднего значения pay.p05 и максимума pay.p05, с отбором групп, где число платежей не менее 5 или сумма платежей превышает 30."
sakila,"Найти клиентов, у которых в июле 2005 года было не менее трёх платежей за один день или суммарная дневная сумма платежей превысила 20, вывести имя и фамилию клиента, дату платежей, количество платежей, общую сумму, максимальный платёж за день и признак подозрительной активности.",medium,e51692f5-c39b-46a3-9661-e8b473c31bb9,"Скрипт для поиска клиентов с не менее чем тремя платежами в день в июле 2005 года или дневной суммой платежей свыше 20, с именем, фамилией, датой, числом, суммой, максимумом и признаком подозрительной активности.","Скрипт для анализа платёжной активности клиентов проката за июль 2005 года, чтобы выявить дни с повышенной нагрузкой: по каждому клиенту фиксируются дата платежей, количество операций, общая дневная сумма, максимальный платёж и признак подозрительной активности, если за один день было не менее трёх платежей или суммарная сумма превысила 20.","Поиск в pay с группировкой по p02 и дате p06 в июле 2005 года, соединение с cus по p02 = h01 для получения h03 и h04; расчёт по каждой дневной группе количества платежей, суммы p05 и максимального p05, отбор групп с числом платежей не менее 3 или суммой p05 больше 20, с формированием признака подозрительной активности по этому условию и сортировкой по клиенту и дате платежа."
sakila,"Показать клиентов, у которых за июль 2005 года было не менее 5 платежей, сгруппировав операции по клиенту и сотруднику, рассчитав общее число платежей, общую сумму, средний размер платежа и признак повышенного внимания, если суммарная сумма платежей превышает 30.",medium,c3acf841-a2dd-4989-a806-4f1b1aa68686,"Скрипт для клиентов с не менее чем 5 платежами за июль 2005 года с группировкой по клиенту и сотруднику, общим числом, суммой, средней суммой и признаком повышенного внимания при сумме свыше 30.","Скрипт для отчёта по платежам клиентов за июль 2005 года, в котором операции по клиенту и сотруднику проката сводятся в разрезе числа платежей, общей суммы и среднего чека, а по клиентам с не менее чем пятью платежами определяется признак повышенного внимания при суммарной сумме свыше 30.","Скрипт для отбора клиентов из cus и операций из pay по связке pay.p02 = cus.h01 и pay.p03 = stf.o01, с фильтром по pay.p06 на июль 2005 года; группировка выполняется по клиенту и сотруднику, рассчитываются число платежей, сумма pay.p05 и среднее значение pay.p05, а также признак повышенного внимания по условию суммы платежей больше 30; в результат включаются только группы с не менее чем 5 платежами."
sakila,"Для каждого клиента посчитать за июль 2005 года количество платежей, общую сумму операций и число подозрительно крупных платежей свыше 8.00, учитывая только активных клиентов, и вывести тех, у кого суммарный объём платежей превысил 30.00.",medium,5a5d10ab-1cc1-43f6-a460-619bf82a0cdc,"Скрипт для платежей клиентов за июль 2005 года с подсчётом числа операций, общей суммы и крупных платежей свыше 8.00 по активным клиентам при сумме платежей выше 30.00","Скрипт для отчёта по платежам клиентов проката за июль 2005 года: по активным клиентам фиксируются количество операций, общая сумма платежей и число платежей с подозрительно крупной суммой свыше 8.00, после чего в выборку включаются только те клиенты, у которых суммарный объём платежей превысил 30.00.","Скрипт для агрегирования платежей из pay по клиентам cus за июль 2005 года с соединением по p02 = h01, отбором только активных клиентов по h07 = 'Y', расчётом по каждому h01 числа платежей, суммы p05 и количества операций с p05 > 8.00, а также фильтрацией групп по сумме p05 > 30.00."
sakila,"Выявить клиентов, у которых за июль 2005 года было не менее 5 платежей на общую сумму свыше 30, с выводом идентификатора клиента, имени и фамилии, количества платежей, общей суммы, средней суммы платежа и признака повышенного риска, если средний платеж превышает 7.00.",medium,d2a8ea02-8047-4b4f-ac56-980cbcd2b5b2,Скрипт для поиска клиентов с не менее чем 5 платежами за июль 2005 года на сумму свыше 30 и признаком повышенного риска по среднему платежу выше 7.00,"Скрипт для отбора клиентов проката, у которых за июль 2005 года накопилось не менее 5 платежей на общую сумму более 30, с формированием среза по клиенту, его имени и фамилии, числу платежей, общей сумме и средней сумме платежа, а также с пометкой повышенного риска для случаев, когда средний платёж превышает 7.00.","Скрипт для отбора клиентов из cus и pay по платежам за июль 2005 года: соединение pay.p02 = cus.h01, группировка по cus.h01, cus.h03 и cus.h04, расчёт count(*) по платежам, sum(pay.p05) и avg(pay.p05), фильтр по не менее 5 платежам и общей сумме свыше 30, а также вычисление признака повышенного риска при avg(pay.p05) > 7.00."
sakila,"Найти клиентов, у которых за июль 2005 года было не менее 5 платежей, рассчитать по каждому клиенту количество платежей, общую и среднюю сумму, а также число платежей на сумму выше 5.00, чтобы выделить клиентов с повышенной транзакционной активностью для мониторинга.",medium,00130eee-286f-4b45-9c94-54402b4ce350,"Скрипт для поиска клиентов с не менее чем 5 платежами за июль 2005 года и расчёта по ним количества, общей и средней суммы, а также числа платежей выше 5.00.","Скрипт для выявления клиентов проката с повышенной платёжной активностью за июль 2005 года: по каждому клиенту фиксируется число платежей, общая и средняя сумма, а также количество платежей свыше 5.00, чтобы использовать эти данные для мониторинга операций по аренде и контроля значимых транзакций.","Скрипт для отбора клиентов из cus и pay по платежам за июль 2005 года: соединение pay.p02 = cus.h01, фильтр по pay.p06 в пределах 2005-07, группировка по cus.h01, cus.h03, cus.h04, расчёт count(*) по платежам, sum(pay.p05), avg(pay.p05) и count платежей с pay.p05 > 5.00, с условием having count(*) >= 5 и сортировкой по числу платежей и сумме платежей для выделения клиентов с повышенной транзакционной активностью."
sakila,"Выявить за июль 2005 года клиентов, у которых суммарная сумма платежей превышает 50, посчитать количество платежей, средний и максимальный платёж, сгруппировать по клиенту и магазину, а также пометить клиентов с более чем 10 платежами как требующих дополнительной проверки.",medium,ef47b801-671a-4951-afb2-7d93e9b12b61,"Скрипт для июльских платежей клиентов с суммой свыше 50, количеством, средним и максимальным платёжом по клиенту и магазину, с пометкой клиентов с более чем 10 платежами.","Скрипт для анализа платежей клиентов проката за июль 2005 года, чтобы выделить клиентов по магазину, чья суммарная сумма платежей за аренду превышает 50, и сформировать по ним сводку с количеством платежей, средним и максимальным платежом; такие клиенты с более чем 10 платежами отмечаются как требующие дополнительной проверки.","Алгоритм агрегации по pay с привязкой к cus и sto за июль 2005 года: отбор платежей по p06 в пределах месяца, соединение pay.p02 = cus.h01 и pay.p03 = stf.o01, затем группировка по клиенту и магазину через cus.h01 и cus.h02 с вычислением суммы p05, количества записей, среднего и максимального значения p05; для каждой группы определяется признак по числу платежей больше 10 как сигнал дополнительной проверки, а итоговый набор ограничивается группами, где суммарная p05 превышает 50."
sakila,"Вывести клиентов, у которых за июль 2005 года общая сумма платежей превысила 100, указав имя и фамилию клиента, количество платежей, среднюю сумму платежа, максимальный платеж и долю платежей выше 8.00 от общего числа операций.",medium,4b659cf9-490f-473b-9d23-48238df2fee5,"Скрипт для отбора клиентов по июльским платежам 2005 года с общей суммой свыше 100 и расчётом числа, средней суммы, максимума и доли платежей выше 8.00.","Скрипт для отчёта по клиентам проката, чьи платежи за июль 2005 года в сумме превысили 100, с оценкой их платёжной активности: имя и фамилия клиента, количество операций, средняя сумма, максимальный платёж и доля платежей свыше 8.00 от общего числа оплат.","Скрипт для отбора записей из cus и pay по идентификатору клиента h01/p02, с группировкой по h03 и h04, соединением cus.h01 = pay.p02, фильтрацией pay.p06 по июлю 2005 года и последующим вычислением суммы pay.p05, количества платежей, среднего значения pay.p05, максимума pay.p05 и доли платежей с pay.p05 > 8.00 от общего числа операций; в результат включаются только группы, где сумма pay.p05 превышает 100."
sakila,"Найти активных клиентов, у которых за июль 2005 года было более 10 платежей или общая сумма платежей превысила 50, рассчитав по каждому клиенту количество операций, общую сумму, средний размер платежа и число платежей на сумму выше 8 для мониторинга подозрительно высокой транзакционной активности.",medium,dca9c42b-c628-4adc-890a-67ba36f33429,"Скрипт для поиска активных клиентов с более чем 10 платежами за июль 2005 года или общей суммой платежей свыше 50 и расчёта по каждому числа операций, общей суммы, среднего платежа и числа платежей выше 8.","Скрипт для анализа платежей клиентов проката за июль 2005 года с выделением активных клиентов, у которых транзакционная активность выглядит повышенной: число платежей превышает 10 или суммарная сумма платежей больше 50. Отчёт дополняется по каждому клиенту количеством операций, общей суммой, средним размером платежа и числом платежей на сумму выше 8, чтобы поддерживать мониторинг платежного поведения и выявление подозрительно высокой активности в процессе аренды фильмов.","Скрипт для отбора активных клиентов из cus и pay по h07 = 'Y' с соединением cus.h01 = pay.p02, где по операциям за июль 2005 года агрегируются p01, p05 и p06: количество платежей, общая сумма, средний размер платежа и число платежей с p05 > 8; в итог включаются клиенты, для которых количество платежей превышает 10 или сумма p05 больше 50, с группировкой по клиенту и полями cus.h01, cus.h03, cus.h04."
sakila,"Найти клиентов, у которых за июнь 2005 года было не менее 5 платежных транзакций, посчитать количество платежей, общую сумму, средний чек и долю операций на сумму выше 5.00, чтобы выявить клиентов с повышенной транзакционной активностью.",medium,603d4ca5-92b7-4e42-aed6-c1e0eae6b534,"Скрипт для клиентов с не менее чем 5 платежами за июнь 2005 года: количество платежей, общая сумма, средний чек и доля платежей выше 5.00.","Скрипт для анализа платежей клиентов проката за июнь 2005 года с выделением тех, у кого было не менее 5 транзакций: такой отчёт помогает оценить активность клиентов по оплатам аренды, рассчитать количество платежей, общую сумму и средний чек, а также определить долю операций с суммой выше 5.00 для выявления клиентов с повышенной транзакционной активностью.","Скрипт для отбора клиентов из cus и pay по июню 2005 года, с соединением по h01 = p02, группировкой по h01, h03, h04 и вычислением для каждого клиента количества платежей, суммы p05, среднего значения p05 и доли платежей с p05 > 5.00; в результат включаются только группы с не менее чем 5 строками pay, с последующей сортировкой по числу платежей и сумме."
sakila,"Найти активных клиентов, у которых за июль 2005 года было не менее 10 платежных операций: для каждого клиента вывести имя, фамилию, количество платежей, общую сумму, средний размер платежа и признак повышенного риска, если сумма платежей превысила 100.",medium,538b741e-6528-462a-9627-e50619160a04,"Скрипт для активных клиентов с не менее чем 10 платежами за июль 2005 года: имя, фамилия, количество платежей, общая сумма, средний платёж и признак повышенного риска при сумме свыше 100.","Скрипт для отчёта по активности клиентов проката за июль 2005 года: он отбирает активных клиентов, по которым за этот месяц накопилось не менее 10 платежей, и формирует сводку по каждому клиенту с именем и фамилией, количеством платежных операций, общей суммой, средним размером платежа и признаком повышенного риска при превышении суммы платежей 100.","Скрипт для отбора активных клиентов из cus по h07='Y' и их платежей из pay за июль 2005 года по p06, с соединением cus.h01 = pay.p02; для каждой пары h03, h04 вычисляются количество платежных операций, сумма p05, среднее значение p05 и признак повышенного риска по условию сумма платежей > 100, при последующем отборе только клиентов с числом платежей не менее 10."
sakila,"Найти клиентов, у которых за июнь 2005 года было более 5 платежей и суммарная сумма операций превысила 30, с выводом количества платежей, общей суммы, средней суммы платежа и доли операций, проведённых сотрудником другого магазина, чем магазин клиента.",medium,1c38904b-8d40-4b88-9f2d-f0c8500501d9,"Скрипт для клиентов с более чем 5 платежами за июнь 2005 года, общей суммой свыше 30 и долей платежей, проведённых сотрудником другого магазина.","Скрипт для анализа платежей клиентов проката за июнь 2005 года с выделением тех, у кого число операций превысило 5, а общая сумма платежей — 30; отчёт дополняется количеством платежей, общей суммой, средней суммой платежа и долей операций, принятых сотрудником другого магазина, чем магазин клиента, чтобы оценить активность клиентов и межмагазинное обслуживание в процессе приёма платежей.","Скрипт для отбора клиентов из cus и pay по операциям за июнь 2005 года: соединение cus.h01 = pay.p02, фильтр по pay.p06 в пределах месяца, группировка по клиенту с расчётом количества платежей, суммы pay.p05 и средней суммы платежа, а также доли платежей, выполненных сотрудником из магазина, отличного от cus.h02; далее оставляются группы с количеством платежей более 5 и суммой свыше 30."
sakila,"Найти клиентов, у которых за июнь 2005 года было не менее 3 платежей, рассчитать общую сумму и средний размер платежа по каждому клиенту, а также пометить клиента как подозрительного, если общая сумма платежей превышает 50 или средний платеж выше 7.00.",medium,f63d90c6-31ae-4390-b1dc-3196556326b4,"Скрипт для клиентов с не менее чем 3 платежами за июнь 2005 года, общей и средней суммой платежей и признаком подозрительности по сумме свыше 50 или среднему платежу выше 7.00.","Скрипт для анализа платежей клиентов проката за июнь 2005 года, позволяющий по каждому клиенту оценить частоту оплат и их денежный профиль: отобрать клиентов с не менее чем тремя платежами, рассчитать общую сумму и средний размер платежа, а также выделить подозрительные случаи, если совокупные платежи превышают 50 или средний платёж выше 7.00.","Скрипт для отбора клиентов из cus и pay по июню 2005 года с группировкой по h01: по каждому клиенту учитываются только платежи pay.p06 в пределах месяца, определяется число платежей, сумма pay.p05 и среднее значение pay.p05, после чего сохраняются группы с количеством платежей не менее 3 и формируется признак подозрительности по условию pay.p05 в сумме больше 50 или среднего платежа выше 7.00."
